ip;port;type;ssl;country;latency(msec);uptime(per cent);checked(UTC)
89.203.137.113;1080;Socks4;true;"Czech Republic";30;78;"Jan 22 14:20:19"
79.140.20.90;1080;Socks4;true;"Russian Federation";30;100;"Jan 22 14:18:33"
78.25.77.206;1080;Socks4;true;"Russian Federation";30;89;"Jan 22 14:18:07"
5.9.225.138;1080;Socks5;true;"Germany";30;100;"Jan 22 14:13:01"
92.53.97.38;80;Anonymous;false;"Russian Federation";3466;81;"Jan 22 14:11:58"
92.241.90.3;3128;Transparent;false;"Georgia";816;98;"Jan 22 14:11:44"
91.221.176.163;3128;Transparent;false;"Russian Federation";1473;80;"Jan 22 14:11:41"
91.213.87.3;3129;Anonymous;false;"Russian Federation";4560;25;"Jan 22 14:11:39"
89.22.236.172;8080;Anonymous;false;"Russian Federation";42030;43;"Jan 22 14:10:37"
49.0.3.222;8080;Transparent;false;"Indonesia";10013;97;"Jan 22 14:10:36"
77.122.65.195;8080;Transparent;false;"Ukraine";554;86;"Jan 22 14:10:31"
49.0.124.54;8000;Transparent;false;"Thailand";779;98;"Jan 22 14:10:26"
49.0.124.126;8000;Transparent;false;"Thailand";3876;90;"Jan 22 14:10:25"
49.0.124.142;8000;Transparent;false;"Thailand";866;99;"Jan 22 14:10:25"
49.0.124.110;8000;Transparent;false;"Thailand";1898;98;"Jan 22 14:10:21"
219.147.172.2;12345;Socks4;true;"China";30;98;"Jan 22 14:10:20"
46.225.241.134;8080;Transparent;false;"Iran";1289;88;"Jan 22 14:10:19"
58.194.175.240;1080;Socks5;true;"China";30;100;"Jan 22 14:10:04"
89.218.94.165;8081;Distorting;false;"Kazakhstan";23933;66;"Jan 22 14:09:55"
62.176.9.165;3128;Transparent;false;"Russian Federation";707;98;"Jan 22 14:09:05"
62.173.43.73;8080;Transparent;false;"Nigeria";1395;80;"Jan 22 14:09:04"
61.156.217.166;8000;Transparent;false;"China";4673;91;"Jan 22 14:08:56"
61.152.108.187;80;Transparent;false;"China";2130;88;"Jan 22 14:08:48"
61.147.79.56;3128;Transparent;false;"China";4012;73;"Jan 22 14:08:45"
61.145.113.16;1080;Transparent;false;"China";4759;97;"Jan 22 14:08:40"
80.79.179.10;8181;Transparent;false;"Russian Federation";524;96;"Jan 22 14:07:55"
79.170.184.118;8080;Transparent;false;"Tajikistan";1241;61;"Jan 22 14:07:34"
41.203.92.50;8080;Transparent;false;"Nigeria";18447;84;"Jan 22 14:07:28"
60.2.227.123;3128;Transparent;false;"China";2500;97;"Jan 22 14:07:21"
61.235.69.243;8080;Anonymous;false;"China";19797;65;"Jan 22 14:07:05"
41.191.28.78;80;Transparent;false;"Egypt";1154;91;"Jan 22 14:06:54"
221.12.89.189;80;Transparent;false;"China";24640;89;"Jan 22 14:06:13"
27.50.11.165;8080;Transparent;false;"Nepal";1708;59;"Jan 22 14:05:59"
201.234.133.41;1080;Socks4;true;"Argentina";30;95;"Jan 22 14:05:57"
42.62.5.101;5192;Distorting;false;"China";2464;96;"Jan 22 14:05:24"
42.62.5.104;8084;Distorting;false;"China";3056;98;"Jan 22 14:05:23"
222.89.154.10;9000;Transparent;false;"China";8343;92;"Jan 22 14:05:03"
42.62.5.103;5197;Distorting;false;"China";15485;98;"Jan 22 14:04:26"
222.85.64.219;3128;Transparent;false;"China";32378;84;"Jan 22 14:04:24"
219.83.100.195;8080;Transparent;false;"Indonesia";10341;87;"Jan 22 14:04:15"
41.78.25.205;8080;Transparent;false;"Kenya";4514;89;"Jan 22 14:04:12"
41.75.201.146;8080;Transparent;false;"Nigeria";4746;89;"Jan 22 14:04:07"
222.83.14.142;3128;Transparent;false;"China";18443;91;"Jan 22 14:03:03"
219.234.82.90;8909;Distorting;false;"China";4749;76;"Jan 22 14:02:07"
221.174.23.6;80;Transparent;false;"China";7804;98;"Jan 22 14:00:22"
123.203.219.57;6670;Socks5;true;"Hong Kong";30;100;"Jan 22 13:57:28"
120.68.17.199;6666;Socks5;true;"China";30;100;"Jan 22 13:55:14"
110.248.61.227;6672;Socks4;true;"China";30;100;"Jan 22 13:54:10"
58.213.157.68;1080;Socks4;true;"China";30;98;"Jan 22 13:36:21"
221.234.24.46;1080;Socks4;true;"China";30;72;"Jan 22 13:34:41"
221.2.144.135;1080;Socks4;true;"China";30;84;"Jan 22 13:34:29"
37.59.40.41;443;Socks4;true;"France";30;3;"Jan 22 13:33:50"
183.234.42.86;6675;Socks5;true;"China";30;100;"Jan 22 13:30:45"
190.8.144.162;5902;Socks5;true;"Peru";30;95;"Jan 22 13:30:02"
188.95.51.205;80;Socks4;true;"Netherlands";30;100;"Jan 22 13:29:47"
122.224.186.186;1080;Socks4;true;"China";30;88;"Jan 22 13:25:08"
97.85.173.210;39249;Socks5;true;"United States";30;39;"Jan 22 13:19:35"
77.122.164.30;13579;Socks5;true;"Ukraine";30;54;"Jan 22 13:13:39"
46.180.25.182;1080;Socks5;true;"Russian Federation";30;44;"Jan 22 13:02:27"
202.104.22.42;1080;Socks4;true;"China";30;69;"Jan 22 12:55:03"
174.143.245.247;4005;Socks5;true;"United States";30;37;"Jan 22 12:49:16"
82.207.22.214;1080;Socks4;true;"Ukraine";30;100;"Jan 22 12:42:12"
89.122.106.43;1080;Socks5;true;"Romania";30;67;"Jan 22 12:41:41"
174.34.168.245;1080;Socks5;true;"United States";30;77;"Jan 22 12:15:39"
80.191.80.110;3090;Socks4;true;"Iran";30;81;"Jan 22 12:02:19"
107.23.38.107;1080;Socks4;true;"United States";30;33;"Jan 22 11:38:54"
31.7.238.152;1080;Socks5;true;"Russian Federation";30;97;"Jan 22 11:25:53"
210.6.253.170;6668;Socks5;true;"Hong Kong";30;66;"Jan 22 11:20:25"
95.9.64.17;1080;Socks5;true;"Turkey";30;100;"Jan 22 10:59:57"
59.127.147.66;1080;Socks5;true;"Taiwan";30;100;"Jan 22 10:51:02"
216.244.78.227;1080;Socks4;true;"United States";30;70;"Jan 22 10:07:55"
199.168.138.243;1080;Socks5;true;"United States";30;45;"Jan 22 10:02:36"
176.31.240.41;1080;Socks4;true;"France";30;100;"Jan 22 09:57:01"
77.41.244.220;1080;Socks4;true;"Russian Federation";30;100;"Jan 22 09:45:36"
71.195.146.249;45787;Socks5;true;"United States";30;100;"Jan 22 09:14:05"
112.14.179.207;1080;Socks5;true;"China";30;94;"Jan 22 08:53:22"
46.241.44.111;6720;Socks5;true;"Russian Federation";30;100;"Jan 22 08:40:50"
183.142.193.75;6666;Socks4;true;"China";30;100;"Jan 22 08:27:31"
123.201.168.137;1080;Socks5;true;"India";30;49;"Jan 22 08:27:04"
178.162.181.111;629;Socks5;true;"Germany";30;11;"Jan 22 08:25:04"
114.236.92.253;6666;Socks5;true;"China";30;100;"Jan 22 08:22:51"
111.124.112.65;6673;Socks5;true;"China";30;100;"Jan 22 08:22:18"
58.176.59.22;1080;Socks5;true;"Hong Kong";30;100;"Jan 22 08:04:01"
207.182.151.253;3128;Socks4;true;"United States";30;100;"Jan 22 07:57:10"
83.237.77.21;1080;Socks4;true;"Russian Federation";30;74;"Jan 22 07:38:18"
80.84.63.246;1082;Socks4;true;"Great Britain (UK)";30;94;"Jan 22 07:11:23"
184.18.194.172;54853;Socks5;true;"United States";30;44;"Jan 22 06:51:21"
37.230.114.217;1080;Socks4;true;"Luxembourg";30;84;"Jan 22 06:24:31"
50.22.206.184;1080;Socks4;true;"United States";30;68;"Jan 22 05:57:43"
46.21.145.179;1080;Socks4;true;"Netherlands";30;100;"Jan 22 04:42:52"
123.200.15.249;1080;Socks5;true;"Bangladesh";30;100;"Jan 22 04:24:42"
119.52.199.121;6666;Socks5;true;"China";30;100;"Jan 22 03:21:26"
113.201.201.72;6666;Socks5;true;"China";30;100;"Jan 22 03:21:19"
72.64.184.12;23024;Socks5;true;"United States";30;83;"Jan 22 03:10:25"
110.45.173.235;1080;Socks4;true;"Korea (South)";30;96;"Jan 22 00:34:20"
190.36.22.75;3128;Transparent;false;"Venezuela";5105;83;"Jan 21 22:46:14"
41.59.17.37;8080;Transparent;false;"Tanzania";22155;75;"Jan 21 22:18:37"
196.45.48.16;1080;Socks5;true;"Nigeria";30;100;"Jan 21 20:17:27"
173.65.254.183;39909;Socks5;true;"United States";30;34;"Jan 21 15:43:45"
218.91.214.124;1080;Socks5;true;"China";30;84;"Jan 21 14:53:20"
222.39.80.25;6666;Socks5;true;"China";30;24;"Jan 21 10:52:15"
124.160.84.86;1080;Socks5;true;"China";30;98;"Jan 21 10:07:24"
124.123.59.8;1080;Socks5;true;"India";30;100;"Jan 21 09:31:35"
117.211.160.35;1080;Socks5;true;"India";30;100;"Jan 21 04:27:43"
74.95.18.165;1080;Socks4;true;"United States";30;89;"Jan 21 04:18:47"
121.8.152.246;1080;Socks5;true;"China";30;36;"Jan 21 00:27:24"
178.18.13.228;1080;Socks5;true;"Russian Federation";30;53;"Jan 20 23:30:13"
123.196.117.191;1080;Socks5;true;"China";30;100;"Jan 20 20:04:12"
58.250.87.125;81;Transparent;false;"China";2205;88;"Jan 20 15:50:05"
202.198.17.141;1080;Socks5;true;"China";30;87;"Jan 20 13:35:38"
141.138.110.26;1080;Socks4;true;"Ukraine";30;100;"Jan 20 12:24:31"
24.11.65.186;1432;Socks5;true;"United States";30;60;"Jan 20 08:44:04"
87.236.211.107;1080;Socks4;true;"Great Britain (UK)";30;100;"Jan 20 06:16:46"
212.199.197.121;8123;Socks5;true;"Israel";30;3;"Jan 20 06:00:34"
37.192.112.144;2323;Socks5;true;"Russian Federation";30;72;"Jan 20 02:44:04"
114.251.193.180;1080;Socks4;true;"China";30;100;"Jan 20 00:56:47"
66.23.230.236;1080;Socks4;true;"United States";30;100;"Jan 19 19:21:32"
87.236.211.87;1080;Socks4;true;"Great Britain (UK)";30;79;"Jan 19 18:49:54"
62.201.214.2;81;Socks4;true;"Iraq";30;94;"Jan 19 18:47:01"
87.236.211.73;1080;Socks4;true;"Great Britain (UK)";30;66;"Jan 19 14:19:02"
218.108.115.74;1080;Socks5;true;"China";30;91;"Jan 19 00:16:24"
87.236.211.105;1080;Socks4;true;"Great Britain (UK)";30;51;"Jan 18 15:47:14"
200.42.62.140;8080;Transparent;false;"Argentina";11863;61;"Jan 18 13:52:13"
202.105.134.55;1080;Socks4;true;"China";30;100;"Jan 18 08:27:02"
173.45.125.150;1080;Socks5;true;"United States";30;88;"Jan 17 18:42:04"
121.8.152.244;1080;Socks4;true;"China";30;72;"Jan 17 01:45:16"
189.22.226.35;3128;Transparent;false;"Brazil";6207;89;"Jan 15 17:47:50"
146.115.67.158;28844;Socks5;true;"United States";30;100;"Jan 12 08:12:46"
213.210.213.40;18012;Socks4;true;"Saudi Arabia";30;100;"Jan 12 02:35:42"
124.172.225.8;1080;Socks5;true;"China";30;87;"Jan 10 19:53:09"
117.21.220.191;1080;Socks4;true;"China";30;57;"Jan 10 19:03:46"
199.231.189.136;1080;Socks5;true;"United States";30;100;"Jan 10 18:20:40"
61.138.104.30;1080;Socks5;true;"China";30;55;"Jan 10 18:04:42"
199.201.126.24;1080;Socks4;true;"Canada";30;88;"Jan 8 23:41:54"
218.26.223.220;1080;Socks5;true;"China";30;95;"Jan 8 22:40:49"
62.201.214.203;3128;Socks4;true;"Iraq";30;100;"Jan 6 18:19:13"
125.77.126.109;1080;Socks5;true;"China";30;46;"Jan 5 08:01:26"
94.170.75.222;51930;Socks5;true;"Great Britain (UK)";30;100;"Jan 4 07:00:53"
189.19.76.84;1080;Socks5;true;"Brazil";30;72;"Jan 4 03:04:24"
117.218.50.134;1080;Socks4;true;"India";30;100;"Jan 3 01:30:26"
193.178.200.71;1080;Socks4;true;"Iran";30;92;"Jan 2 18:23:01"
92.50.133.26;1081;Socks5;true;"Russian Federation";30;100;"Jan 2 12:11:57"
173.45.125.156;1080;Socks4;true;"United States";30;100;"Dec 24 16:16:43"
111.142.255.133;6666;Socks5;true;"China";30;50;"Dec 23 04:59:14"
222.73.25.71;53428;Socks5;true;"China";30;25;"Dec 21 07:49:14"
173.45.98.137;1080;Socks5;true;"United States";30;71;"Dec 21 00:50:06"
124.207.34.91;1080;Socks4;true;"China";30;100;"Dec 19 21:05:41"
5.9.214.233;1080;Socks5;true;"Germany";30;100;"Dec 19 14:49:28"
68.104.162.40;1474;Socks4;true;"United States";30;100;"Dec 18 06:33:44"
61.32.222.13;1080;Socks5;true;"Korea (South)";30;97;"Dec 14 11:52:40"
124.125.60.21;1080;Socks4;true;"India";30;100;"Dec 14 09:32:32"
118.244.5.226;1080;Socks5;true;"China";30;27;"Dec 13 13:01:03"
93.180.24.84;4343;Socks5;true;"Russian Federation";30;100;"Dec 13 12:53:20"
121.14.155.106;1080;Socks5;true;"China";30;100;"Dec 12 01:45:48"
122.0.68.79;1080;Socks5;true;"China";30;100;"Dec 10 02:47:01"
121.14.153.190;1080;Socks5;true;"China";30;100;"Dec 7 19:58:52"
121.52.210.22;28889;Socks5;true;"China";30;100;"Dec 6 07:15:09"
62.68.133.148;1080;Socks5;true;"Russian Federation";30;38;"Dec 4 10:26:05"
80.82.64.31;1080;Socks5;true;"Netherlands";30;100;"Dec 3 14:38:35"
31.3.249.125;1080;Socks5;true;"Great Britain (UK)";30;100;"Dec 1 16:23:39"
219.148.0.54;1080;Socks5;true;"China";30;100;"Nov 29 06:05:23"
76.95.185.230;44355;Socks4;true;"United States";30;57;"Nov 28 11:58:20"
114.80.78.86;1080;Socks5;true;"China";30;100;"Nov 26 18:38:38"
59.77.17.24;1080;Socks5;true;"China";30;97;"Nov 26 02:12:29"
122.225.202.18;1080;Socks5;true;"China";30;90;"Nov 26 01:55:00"
78.47.214.211;1080;Socks4;true;"Germany";30;45;"Nov 26 00:12:57"
86.96.200.78;1080;Socks5;true;"United Arab Emirates";30;98;"Nov 25 19:31:43"
118.244.169.69;1080;Socks4;true;"China";30;100;"Nov 25 17:04:00"
95.211.156.222;60508;Socks4;true;"Netherlands";30;72;"Nov 23 02:25:10"
195.209.112.203;1080;Socks5;true;"Russian Federation";30;3;"Nov 22 10:26:12"
121.243.243.118;1080;Socks5;true;"India";30;54;"Nov 21 13:28:08"
188.242.124.157;1080;Socks5;true;"Russian Federation";30;97;"Nov 21 05:43:55"
207.182.144.26;1080;Socks4;true;"United States";30;87;"Nov 18 04:49:34"
27.106.108.246;1080;Socks4;true;"India";30;92;"Nov 17 20:11:54"
77.47.200.36;1080;Socks4;true;"Ukraine";30;100;"Nov 16 14:36:12"
183.60.202.38;6675;Socks4;true;"China";30;9;"Nov 16 14:15:51"
61.189.53.197;1080;Socks4;true;"China";30;100;"Nov 15 22:40:53"
109.195.23.55;1080;Socks5;true;"Russian Federation";30;55;"Nov 13 12:46:50"
173.45.105.244;1080;Socks5;true;"United States";30;100;"Nov 12 15:40:42"
89.143.12.77;8081;Socks5;true;"Slovenia";30;6;"Nov 9 23:24:26"
41.78.239.1;1080;Socks4;true;"Zimbabwe";30;80;"Nov 9 08:54:18"
59.90.198.154;1080;Socks5;true;"India";30;33;"Nov 8 11:29:20"
81.17.23.182;1080;Socks5;true;"Switzerland";30;69;"Nov 6 01:44:24"
217.23.12.198;1080;Socks4;true;"Netherlands";30;7;"Nov 5 19:41:48"
207.182.146.249;1080;Socks5;true;"United States";30;8;"Nov 5 10:23:48"
206.72.204.169;1080;Socks4;true;"United States";30;89;"Nov 1 21:48:58"
194.176.114.25;1080;Socks5;true;"Russian Federation";30;57;"Oct 31 13:48:05"
108.170.19.214;1080;Socks5;true;"United States";30;54;"Oct 31 10:13:32"
180.211.183.66;1080;Socks5;true;"Bangladesh";30;100;"Oct 30 05:21:08"
173.68.105.87;28337;Socks4;true;"United States";30;100;"Oct 25 22:52:08"
37.220.19.143;1080;Socks4;true;"Great Britain (UK)";30;100;"Oct 24 07:05:02"
92.244.119.87;1080;Socks5;true;"Ukraine";30;100;"Oct 21 09:18:40"
190.254.221.82;1080;Socks5;true;"Colombia";30;100;"Oct 6 07:24:00"
202.88.251.138;7945;Socks5;true;"India";30;100;"Sep 29 14:02:48"
61.55.173.55;1080;Socks5;true;"China";30;100;"Sep 27 05:11:01"
64.79.82.222;1080;Socks5;true;"United States";30;100;"Sep 20 04:32:19"
67.222.203.132;16800;Socks4;true;"United States";30;100;"Sep 16 18:51:27"
206.72.204.148;1080;Socks4;true;"United States";30;100;"Sep 14 14:02:38"
117.239.57.228;1080;Socks5;true;"India";30;43;"Aug 27 09:56:06"
218.84.205.204;81;Socks5;true;"China";30;100;"Aug 26 09:25:14"
